realtime,time,traffic,Average-traffic
43132.26,2/1/2018 6:15,16,
43132.27,2/1/2018 6:30,16,
43132.28,2/1/2018 6:45,16,
43132.29,2/1/2018 7:00,59,
43132.3,2/1/2018 7:15,59,
43132.31,2/1/2018 7:30,59,
43132.32,2/1/2018 7:45,59,
43132.33,2/1/2018 8:00,111,
43132.34,2/1/2018 8:15,111,
43132.35,2/1/2018 8:30,111,
43132.36,2/1/2018 8:45,111,
43132.38,2/1/2018 9:00,31,
43132.39,2/1/2018 9:15,31,
43132.4,2/1/2018 9:30,31,
43132.41,2/1/2018 9:45,31,
43132.42,2/1/2018 10:00,24,
43132.43,2/1/2018 10:15,24,
43132.44,2/1/2018 10:30,24,
43132.45,2/1/2018 10:45,24,
43132.46,2/1/2018 11:00,24,
43132.47,2/1/2018 11:15,24,
43132.48,2/1/2018 11:30,24,
43132.49,2/1/2018 11:45,24,
43132.5,2/1/2018 12:00,17,
43132.51,2/1/2018 12:15,17,
43132.52,2/1/2018 12:30,17,
43132.53,2/1/2018 12:45,17,
43132.54,2/1/2018 13:00,19,
43132.55,2/1/2018 13:15,19,
43132.56,2/1/2018 13:30,19,
43132.57,2/1/2018 13:45,19,
43132.58,2/1/2018 14:00,49,
43132.59,2/1/2018 14:15,49,
43132.6,2/1/2018 14:30,49,
43132.61,2/1/2018 14:45,49,
43132.63,2/1/2018 15:00,86,
43132.64,2/1/2018 15:15,86,
43132.65,2/1/2018 15:30,86,
43132.66,2/1/2018 15:45,86,
43132.67,2/1/2018 16:00,76,
43132.68,2/1/2018 16:15,76,
43132.69,2/1/2018 16:30,76,
43132.7,2/1/2018 16:45,76,
43132.71,2/1/2018 17:00,51,
43132.72,2/1/2018 17:15,51,
43132.73,2/1/2018 17:30,51,
43132.74,2/1/2018 17:45,51,
43132.75,2/1/2018 18:00,22,
43132.76,2/1/2018 18:15,22,
43132.77,2/1/2018 18:30,22,
43132.78,2/1/2018 18:45,22,
43132.79,2/1/2018 19:00,11,
43132.8,2/1/2018 19:15,11,
43132.81,2/1/2018 19:30,11,
43132.82,2/1/2018 19:45,11,
43132.83,2/1/2018 20:00,15,
43132.84,2/1/2018 20:15,15,
43132.85,2/1/2018 20:30,15,
43132.86,2/1/2018 20:45,15,
43132.88,2/1/2018 21:00,8,
43132.89,2/1/2018 21:15,8,
43132.9,2/1/2018 21:30,8,
43132.91,2/1/2018 21:45,8,
43132.92,2/1/2018 22:00,4,
43132.93,2/1/2018 22:15,4,
43132.94,2/1/2018 22:30,4,
43132.95,2/1/2018 22:45,4,
43132.96,2/1/2018 23:00,6,
43132.97,2/1/2018 23:15,6,
43132.98,2/1/2018 23:30,6,
43132.99,2/1/2018 23:45,6,
43133,2/2/2018 0:00,6,
43133.01,2/2/2018 0:15,6,
43133.02,2/2/2018 0:30,6,
43133.03,2/2/2018 0:45,6,
43133.04,2/2/2018 1:00,0,
43133.05,2/2/2018 1:15,0,
43133.06,2/2/2018 1:30,0,
43133.07,2/2/2018 1:45,0,
43133.08,2/2/2018 2:00,0,
43133.09,2/2/2018 2:15,0,
43133.1,2/2/2018 2:30,0,
43133.11,2/2/2018 2:45,0,
43133.13,2/2/2018 3:00,0,
43133.14,2/2/2018 3:15,0,
43133.15,2/2/2018 3:30,0,
43133.16,2/2/2018 3:45,0,
43133.17,2/2/2018 4:00,0,
43133.18,2/2/2018 4:15,0,
43133.19,2/2/2018 4:30,0,
43133.2,2/2/2018 4:45,0,
43133.21,2/2/2018 5:00,4,
43133.22,2/2/2018 5:15,4,
43133.23,2/2/2018 5:30,4,
43133.24,2/2/2018 5:45,4,
43133.25,2/2/2018 6:00,16,
43133.26,2/2/2018 6:15,16,
43133.27,2/2/2018 6:30,16,
43133.28,2/2/2018 6:45,16,
43133.29,2/2/2018 7:00,42,
43133.3,2/2/2018 7:15,42,
43133.31,2/2/2018 7:30,42,
43133.32,2/2/2018 7:45,42,
43133.33,2/2/2018 8:00,88,
43133.34,2/2/2018 8:15,88,
43133.35,2/2/2018 8:30,88,
43133.36,2/2/2018 8:45,88,
43133.38,2/2/2018 9:00,22,
43133.39,2/2/2018 9:15,22,
43133.4,2/2/2018 9:30,22,
43133.41,2/2/2018 9:45,22,
43133.42,2/2/2018 10:00,23,
43133.43,2/2/2018 10:15,23,
43133.44,2/2/2018 10:30,23,
43133.45,2/2/2018 10:45,23,
43133.46,2/2/2018 11:00,19,
43133.47,2/2/2018 11:15,19,
43133.48,2/2/2018 11:30,19,
43133.49,2/2/2018 11:45,19,
43133.5,2/2/2018 12:00,20,
43133.51,2/2/2018 12:15,20,
43133.52,2/2/2018 12:30,20,
43133.53,2/2/2018 12:45,20,
43133.54,2/2/2018 13:00,37,
43133.55,2/2/2018 13:15,37,
43133.56,2/2/2018 13:30,37,
43133.57,2/2/2018 13:45,37,
43133.58,2/2/2018 14:00,62,
43133.59,2/2/2018 14:15,62,
43133.6,2/2/2018 14:30,62,
43133.61,2/2/2018 14:45,62,
43133.63,2/2/2018 15:00,77,
43133.64,2/2/2018 15:15,77,
43133.65,2/2/2018 15:30,77,
43133.66,2/2/2018 15:45,77,
43133.67,2/2/2018 16:00,71,
43133.68,2/2/2018 16:15,71,
43133.69,2/2/2018 16:30,71,
43133.7,2/2/2018 16:45,71,
43133.71,2/2/2018 17:00,29,
43133.72,2/2/2018 17:15,29,
43133.73,2/2/2018 17:30,29,
43133.74,2/2/2018 17:45,29,
43133.75,2/2/2018 18:00,22,
43133.76,2/2/2018 18:15,22,
43133.77,2/2/2018 18:30,22,
43133.78,2/2/2018 18:45,22,
43133.79,2/2/2018 19:00,15,
43133.8,2/2/2018 19:15,15,
43133.81,2/2/2018 19:30,15,
43133.82,2/2/2018 19:45,15,
43133.83,2/2/2018 20:00,34,
43133.84,2/2/2018 20:15,34,
43133.85,2/2/2018 20:30,34,
43133.86,2/2/2018 20:45,34,
43133.88,2/2/2018 21:00,10,
43133.89,2/2/2018 21:15,10,
43133.9,2/2/2018 21:30,10,
43133.91,2/2/2018 21:45,10,
43133.92,2/2/2018 22:00,9,
43133.93,2/2/2018 22:15,9,
43133.94,2/2/2018 22:30,9,
43133.95,2/2/2018 22:45,9,
43133.96,2/2/2018 23:00,20,
43133.97,2/2/2018 23:15,20,
43133.98,2/2/2018 23:30,20,
43133.99,2/2/2018 23:45,20,
43136,2/5/2018 0:00,1,
43136.01,2/5/2018 0:15,1,
43136.02,2/5/2018 0:30,1,
43136.03,2/5/2018 0:45,1,
43136.04,2/5/2018 1:00,0,
43136.05,2/5/2018 1:15,0,
43136.06,2/5/2018 1:30,0,
43136.07,2/5/2018 1:45,0,
43136.08,2/5/2018 2:00,0,
43136.09,2/5/2018 2:15,0,
43136.1,2/5/2018 2:30,0,
43136.11,2/5/2018 2:45,0,
43136.13,2/5/2018 3:00,0,
43136.14,2/5/2018 3:15,0,
43136.15,2/5/2018 3:30,0,
43136.16,2/5/2018 3:45,0,
43136.17,2/5/2018 4:00,1,
43136.18,2/5/2018 4:15,1,
43136.19,2/5/2018 4:30,1,
43136.2,2/5/2018 4:45,1,
43136.21,2/5/2018 5:00,6,
43136.22,2/5/2018 5:15,6,
43136.23,2/5/2018 5:30,6,
43136.24,2/5/2018 5:45,6,
43136.25,2/5/2018 6:00,18,
43136.26,2/5/2018 6:15,18,
43136.27,2/5/2018 6:30,18,
43136.28,2/5/2018 6:45,18,
43136.29,2/5/2018 7:00,64,
43136.3,2/5/2018 7:15,64,
43136.31,2/5/2018 7:30,64,
43136.32,2/5/2018 7:45,64,
43136.33,2/5/2018 8:00,118,
43136.34,2/5/2018 8:15,118,
43136.35,2/5/2018 8:30,118,
43136.36,2/5/2018 8:45,118,
43136.38,2/5/2018 9:00,48,
43136.39,2/5/2018 9:15,48,
43136.4,2/5/2018 9:30,48,
43136.41,2/5/2018 9:45,48,
43136.42,2/5/2018 10:00,35,
43136.43,2/5/2018 10:15,35,
43136.44,2/5/2018 10:30,35,
43136.45,2/5/2018 10:45,35,
43136.46,2/5/2018 11:00,38,
43136.47,2/5/2018 11:15,38,
43136.48,2/5/2018 11:30,38,
43136.49,2/5/2018 11:45,38,
43136.5,2/5/2018 12:00,34,
43136.51,2/5/2018 12:15,34,
43136.52,2/5/2018 12:30,34,
43136.53,2/5/2018 12:45,34,
43136.54,2/5/2018 13:00,61,
43136.55,2/5/2018 13:15,61,
43136.56,2/5/2018 13:30,61,
43136.57,2/5/2018 13:45,61,
43136.58,2/5/2018 14:00,62,
43136.59,2/5/2018 14:15,62,
43136.6,2/5/2018 14:30,62,
43136.61,2/5/2018 14:45,62,
43136.63,2/5/2018 15:00,96,
43136.64,2/5/2018 15:15,96,
43136.65,2/5/2018 15:30,96,
43136.66,2/5/2018 15:45,96,
43136.67,2/5/2018 16:00,94,
43136.68,2/5/2018 16:15,94,
43136.69,2/5/2018 16:30,94,
43136.7,2/5/2018 16:45,94,
43136.71,2/5/2018 17:00,55,
43136.72,2/5/2018 17:15,55,
43136.73,2/5/2018 17:30,55,
43136.74,2/5/2018 17:45,55,
43136.75,2/5/2018 18:00,15,
43136.76,2/5/2018 18:15,15,
43136.77,2/5/2018 18:30,15,
43136.78,2/5/2018 18:45,15,
43136.79,2/5/2018 19:00,9,
43136.8,2/5/2018 19:15,9,
43136.81,2/5/2018 19:30,9,
43136.82,2/5/2018 19:45,9,
43136.83,2/5/2018 20:00,9,
43136.84,2/5/2018 20:15,9,
43136.85,2/5/2018 20:30,9,
43136.86,2/5/2018 20:45,9,
43136.88,2/5/2018 21:00,5,
43136.89,2/5/2018 21:15,5,
43136.9,2/5/2018 21:30,5,
43136.91,2/5/2018 21:45,5,
43136.92,2/5/2018 22:00,5,
43136.93,2/5/2018 22:15,5,
43136.94,2/5/2018 22:30,5,
43136.95,2/5/2018 22:45,5,
43136.96,2/5/2018 23:00,2,
43136.97,2/5/2018 23:15,2,
43136.98,2/5/2018 23:30,2,
43136.99,2/5/2018 23:45,2,
43137,2/6/2018 0:00,2,
43137.01,2/6/2018 0:15,2,
43137.02,2/6/2018 0:30,2,
43137.03,2/6/2018 0:45,2,
43137.04,2/6/2018 1:00,1,
43137.05,2/6/2018 1:15,1,
43137.06,2/6/2018 1:30,1,
43137.07,2/6/2018 1:45,1,
43137.08,2/6/2018 2:00,0,
43137.09,2/6/2018 2:15,0,
43137.1,2/6/2018 2:30,0,
43137.11,2/6/2018 2:45,0,
43137.13,2/6/2018 3:00,0,
43137.14,2/6/2018 3:15,0,
43137.15,2/6/2018 3:30,0,
43137.16,2/6/2018 3:45,0,
43137.17,2/6/2018 4:00,2,
43137.18,2/6/2018 4:15,2,
43137.19,2/6/2018 4:30,2,
43137.2,2/6/2018 4:45,2,
43137.21,2/6/2018 5:00,9,
43137.22,2/6/2018 5:15,9,
43137.23,2/6/2018 5:30,9,
43137.24,2/6/2018 5:45,9,
43137.25,2/6/2018 6:00,28,
43137.26,2/6/2018 6:15,28,
43137.27,2/6/2018 6:30,28,
43137.28,2/6/2018 6:45,28,
43137.29,2/6/2018 7:00,71,
43137.3,2/6/2018 7:15,71,
43137.31,2/6/2018 7:30,71,
43137.32,2/6/2018 7:45,71,
43137.33,2/6/2018 8:00,96,
43137.34,2/6/2018 8:15,96,
43137.35,2/6/2018 8:30,96,
43137.36,2/6/2018 8:45,96,
43137.38,2/6/2018 9:00,29,
43137.39,2/6/2018 9:15,29,
43137.4,2/6/2018 9:30,29,
43137.41,2/6/2018 9:45,29,
43137.42,2/6/2018 10:00,13,
43137.43,2/6/2018 10:15,13,
43137.44,2/6/2018 10:30,13,
43137.45,2/6/2018 10:45,13,
43137.46,2/6/2018 11:00,31,
43137.47,2/6/2018 11:15,31,
43137.48,2/6/2018 11:30,31,
43137.49,2/6/2018 11:45,31,
43137.5,2/6/2018 12:00,40,
43137.51,2/6/2018 12:15,40,
43137.52,2/6/2018 12:30,40,
43137.53,2/6/2018 12:45,40,
43137.54,2/6/2018 13:00,41,
43137.55,2/6/2018 13:15,41,
43137.56,2/6/2018 13:30,41,
43137.57,2/6/2018 13:45,41,
43137.58,2/6/2018 14:00,90,
43137.59,2/6/2018 14:15,90,
43137.6,2/6/2018 14:30,90,
43137.61,2/6/2018 14:45,90,
43137.63,2/6/2018 15:00,68,
43137.64,2/6/2018 15:15,68,
43137.65,2/6/2018 15:30,68,
43137.66,2/6/2018 15:45,68,
43137.67,2/6/2018 16:00,71,
43137.68,2/6/2018 16:15,71,
43137.69,2/6/2018 16:30,71,
43137.7,2/6/2018 16:45,71,
43137.71,2/6/2018 17:00,54,
43137.72,2/6/2018 17:15,54,
43137.73,2/6/2018 17:30,54,
43137.74,2/6/2018 17:45,54,
43137.75,2/6/2018 18:00,19,
43137.76,2/6/2018 18:15,19,
43137.77,2/6/2018 18:30,19,
43137.78,2/6/2018 18:45,19,
43137.79,2/6/2018 19:00,7,
43137.8,2/6/2018 19:15,7,
43137.81,2/6/2018 19:30,7,
43137.82,2/6/2018 19:45,7,
43137.83,2/6/2018 20:00,6,
43137.84,2/6/2018 20:15,6,
43137.85,2/6/2018 20:30,6,
43137.86,2/6/2018 20:45,6,
43137.88,2/6/2018 21:00,7,
43137.89,2/6/2018 21:15,7,
43137.9,2/6/2018 21:30,7,
43137.91,2/6/2018 21:45,7,
43137.92,2/6/2018 22:00,9,
43137.93,2/6/2018 22:15,9,
43137.94,2/6/2018 22:30,9,
43137.95,2/6/2018 22:45,9,
43137.96,2/6/2018 23:00,1,
43137.97,2/6/2018 23:15,1,
43137.98,2/6/2018 23:30,1,
43137.99,2/6/2018 23:45,1,
43138,2/7/2018 0:00,0,
43138.01,2/7/2018 0:15,0,
43138.02,2/7/2018 0:30,0,
43138.03,2/7/2018 0:45,0,
43138.04,2/7/2018 1:00,0,
43138.05,2/7/2018 1:15,0,
43138.06,2/7/2018 1:30,0,
43138.07,2/7/2018 1:45,0,
43138.08,2/7/2018 2:00,0,
43138.09,2/7/2018 2:15,0,
43138.1,2/7/2018 2:30,0,
43138.11,2/7/2018 2:45,0,
43138.13,2/7/2018 3:00,1,
43138.14,2/7/2018 3:15,1,
43138.15,2/7/2018 3:30,1,
43138.16,2/7/2018 3:45,1,
43138.17,2/7/2018 4:00,1,
43138.18,2/7/2018 4:15,1,
43138.19,2/7/2018 4:30,1,
43138.2,2/7/2018 4:45,1,
43138.21,2/7/2018 5:00,6,
43138.22,2/7/2018 5:15,6,
43138.23,2/7/2018 5:30,6,
43138.24,2/7/2018 5:45,6,
43138.25,2/7/2018 6:00,18,
43138.26,2/7/2018 6:15,18,
43138.27,2/7/2018 6:30,18,
43138.28,2/7/2018 6:45,18,
43138.29,2/7/2018 7:00,55,
43138.3,2/7/2018 7:15,55,
43138.31,2/7/2018 7:30,55,
43138.32,2/7/2018 7:45,55,
43138.33,2/7/2018 8:00,95,
43138.34,2/7/2018 8:15,95,
43138.35,2/7/2018 8:30,95,
43138.36,2/7/2018 8:45,95,
43138.38,2/7/2018 9:00,34,
43138.39,2/7/2018 9:15,34,
43138.4,2/7/2018 9:30,34,
43138.41,2/7/2018 9:45,34,
43138.42,2/7/2018 10:00,25,
43138.43,2/7/2018 10:15,25,
43138.44,2/7/2018 10:30,25,
43138.45,2/7/2018 10:45,25,
43138.46,2/7/2018 11:00,36,
43138.47,2/7/2018 11:15,36,
43138.48,2/7/2018 11:30,36,
43138.49,2/7/2018 11:45,36,
43138.5,2/7/2018 12:00,44,
43138.51,2/7/2018 12:15,44,
43138.52,2/7/2018 12:30,44,
43138.53,2/7/2018 12:45,44,
43138.54,2/7/2018 13:00,57,
43138.55,2/7/2018 13:15,57,
43138.56,2/7/2018 13:30,57,
43138.57,2/7/2018 13:45,57,
43138.58,2/7/2018 14:00,83,
43138.59,2/7/2018 14:15,83,
43138.6,2/7/2018 14:30,83,
43138.61,2/7/2018 14:45,83,
43138.63,2/7/2018 15:00,79,
43138.64,2/7/2018 15:15,79,
43138.65,2/7/2018 15:30,79,
43138.66,2/7/2018 15:45,79,
43138.67,2/7/2018 16:00,68,
43138.68,2/7/2018 16:15,68,
43138.69,2/7/2018 16:30,68,
43138.7,2/7/2018 16:45,68,
43138.71,2/7/2018 17:00,64,
43138.72,2/7/2018 17:15,64,
43138.73,2/7/2018 17:30,64,
43138.74,2/7/2018 17:45,64,
43138.75,2/7/2018 18:00,13,
43138.76,2/7/2018 18:15,13,
43138.77,2/7/2018 18:30,13,
43138.78,2/7/2018 18:45,13,
43138.79,2/7/2018 19:00,10,
43138.8,2/7/2018 19:15,10,
43138.81,2/7/2018 19:30,10,
43138.82,2/7/2018 19:45,10,
43138.83,2/7/2018 20:00,7,
43138.84,2/7/2018 20:15,7,
43138.85,2/7/2018 20:30,7,
43138.86,2/7/2018 20:45,7,
43138.88,2/7/2018 21:00,7,
43138.89,2/7/2018 21:15,7,
43138.9,2/7/2018 21:30,7,
43138.91,2/7/2018 21:45,7,
43138.92,2/7/2018 22:00,9,
43138.93,2/7/2018 22:15,9,
43138.94,2/7/2018 22:30,9,
43138.95,2/7/2018 22:45,9,
43138.96,2/7/2018 23:00,2,
43138.97,2/7/2018 23:15,2,
43138.98,2/7/2018 23:30,2,
43138.99,2/7/2018 23:45,2,
43139,2/8/2018 0:00,2,
43139.01,2/8/2018 0:15,2,
43139.02,2/8/2018 0:30,2,
43139.03,2/8/2018 0:45,2,
43139.04,2/8/2018 1:00,2,
43139.05,2/8/2018 1:15,2,
43139.06,2/8/2018 1:30,2,
43139.07,2/8/2018 1:45,2,
43139.08,2/8/2018 2:00,1,
43139.09,2/8/2018 2:15,1,
43139.1,2/8/2018 2:30,1,
43139.11,2/8/2018 2:45,1,
43139.13,2/8/2018 3:00,0,
43139.14,2/8/2018 3:15,0,
43139.15,2/8/2018 3:30,0,
43139.16,2/8/2018 3:45,0,
43139.17,2/8/2018 4:00,1,
43139.18,2/8/2018 4:15,1,
43139.19,2/8/2018 4:30,1,
43139.2,2/8/2018 4:45,1,
43139.21,2/8/2018 5:00,8,
43139.22,2/8/2018 5:15,8,
43139.23,2/8/2018 5:30,8,
43139.24,2/8/2018 5:45,8,
43139.25,2/8/2018 6:00,17,
43139.26,2/8/2018 6:15,17,
43139.27,2/8/2018 6:30,17,
43139.28,2/8/2018 6:45,17,
43139.29,2/8/2018 7:00,68,
43139.3,2/8/2018 7:15,68,
43139.31,2/8/2018 7:30,68,
43139.32,2/8/2018 7:45,68,
43139.33,2/8/2018 8:00,115,
43139.34,2/8/2018 8:15,115,
43139.35,2/8/2018 8:30,115,
43139.36,2/8/2018 8:45,115,
43139.38,2/8/2018 9:00,26,
43139.39,2/8/2018 9:15,26,
43139.4,2/8/2018 9:30,26,
43139.41,2/8/2018 9:45,26,
43139.42,2/8/2018 10:00,26,
43139.43,2/8/2018 10:15,26,
43139.44,2/8/2018 10:30,26,
43139.45,2/8/2018 10:45,26,
43139.46,2/8/2018 11:00,20,
43139.47,2/8/2018 11:15,20,
43139.48,2/8/2018 11:30,20,
43139.49,2/8/2018 11:45,20,
43139.5,2/8/2018 12:00,30,
43139.51,2/8/2018 12:15,30,
43139.52,2/8/2018 12:30,30,
43139.53,2/8/2018 12:45,30,
43139.54,2/8/2018 13:00,60,
43139.55,2/8/2018 13:15,60,
43139.56,2/8/2018 13:30,60,
43139.57,2/8/2018 13:45,60,
43139.58,2/8/2018 14:00,69,
43139.59,2/8/2018 14:15,69,
43139.6,2/8/2018 14:30,69,
43139.61,2/8/2018 14:45,69,
43139.63,2/8/2018 15:00,82,
43139.64,2/8/2018 15:15,82,
43139.65,2/8/2018 15:30,82,
43139.66,2/8/2018 15:45,82,
43139.67,2/8/2018 16:00,103,
43139.68,2/8/2018 16:15,103,
43139.69,2/8/2018 16:30,103,
43139.7,2/8/2018 16:45,103,
43139.71,2/8/2018 17:00,61,
43139.72,2/8/2018 17:15,61,
43139.73,2/8/2018 17:30,61,
43139.74,2/8/2018 17:45,61,
43139.75,2/8/2018 18:00,21,
43139.76,2/8/2018 18:15,21,
43139.77,2/8/2018 18:30,21,
43139.78,2/8/2018 18:45,21,
43139.79,2/8/2018 19:00,30,
43139.8,2/8/2018 19:15,30,
43139.81,2/8/2018 19:30,30,
43139.82,2/8/2018 19:45,30,
43139.83,2/8/2018 20:00,18,
43139.84,2/8/2018 20:15,18,
43139.85,2/8/2018 20:30,18,
43139.86,2/8/2018 20:45,18,
43139.88,2/8/2018 21:00,6,
43139.89,2/8/2018 21:15,6,
43139.9,2/8/2018 21:30,6,
43139.91,2/8/2018 21:45,6,
43139.92,2/8/2018 22:00,10,
43139.93,2/8/2018 22:15,10,
43139.94,2/8/2018 22:30,10,
43139.95,2/8/2018 22:45,10,
43139.96,2/8/2018 23:00,9,
43139.97,2/8/2018 23:15,9,
43139.98,2/8/2018 23:30,9,
43139.99,2/8/2018 23:45,9,
43140,2/9/2018 0:00,4,
43140.01,2/9/2018 0:15,4,
43140.02,2/9/2018 0:30,4,
43140.03,2/9/2018 0:45,4,
43140.04,2/9/2018 1:00,3,
43140.05,2/9/2018 1:15,3,
43140.06,2/9/2018 1:30,3,
43140.07,2/9/2018 1:45,3,
43140.08,2/9/2018 2:00,2,
43140.09,2/9/2018 2:15,2,
43140.1,2/9/2018 2:30,2,
43140.11,2/9/2018 2:45,2,
43140.13,2/9/2018 3:00,2,
43140.14,2/9/2018 3:15,2,
43140.15,2/9/2018 3:30,2,
43140.16,2/9/2018 3:45,2,
43140.17,2/9/2018 4:00,2,
43140.18,2/9/2018 4:15,2,
43140.19,2/9/2018 4:30,2,
43140.2,2/9/2018 4:45,2,
43140.21,2/9/2018 5:00,4,
43140.22,2/9/2018 5:15,4,
43140.23,2/9/2018 5:30,4,
43140.24,2/9/2018 5:45,4,
43140.25,2/9/2018 6:00,11,
43140.26,2/9/2018 6:15,11,
43140.27,2/9/2018 6:30,11,
43140.28,2/9/2018 6:45,11,
43140.29,2/9/2018 7:00,45,
43140.3,2/9/2018 7:15,45,
43140.31,2/9/2018 7:30,45,
43140.32,2/9/2018 7:45,45,
43140.33,2/9/2018 8:00,29,
43140.34,2/9/2018 8:15,29,
43140.35,2/9/2018 8:30,29,
43140.36,2/9/2018 8:45,29,
43140.38,2/9/2018 9:00,79,
43140.39,2/9/2018 9:15,79,
43140.4,2/9/2018 9:30,79,
43140.41,2/9/2018 9:45,79,
43140.42,2/9/2018 10:00,22,
43140.43,2/9/2018 10:15,22,
43140.44,2/9/2018 10:30,22,
43140.45,2/9/2018 10:45,22,
43140.46,2/9/2018 11:00,20,
43140.47,2/9/2018 11:15,20,
43140.48,2/9/2018 11:30,20,
43140.49,2/9/2018 11:45,20,
43140.5,2/9/2018 12:00,31,
43140.51,2/9/2018 12:15,31,
43140.52,2/9/2018 12:30,31,
43140.53,2/9/2018 12:45,31,
43140.54,2/9/2018 13:00,24,
43140.55,2/9/2018 13:15,24,
43140.56,2/9/2018 13:30,24,
43140.57,2/9/2018 13:45,24,
43140.58,2/9/2018 14:00,51,
43140.59,2/9/2018 14:15,51,
43140.6,2/9/2018 14:30,51,
43140.61,2/9/2018 14:45,51,
43140.63,2/9/2018 15:00,61,
43140.64,2/9/2018 15:15,61,
43140.65,2/9/2018 15:30,61,
43140.66,2/9/2018 15:45,61,
43140.67,2/9/2018 16:00,42,
43140.68,2/9/2018 16:15,42,
43140.69,2/9/2018 16:30,42,
43140.7,2/9/2018 16:45,42,
43140.71,2/9/2018 17:00,31,
43140.72,2/9/2018 17:15,31,
43140.73,2/9/2018 17:30,31,
43140.74,2/9/2018 17:45,31,
43140.75,2/9/2018 18:00,13,
43140.76,2/9/2018 18:15,13,
43140.77,2/9/2018 18:30,13,
43140.78,2/9/2018 18:45,13,
43140.79,2/9/2018 19:00,13,
43140.8,2/9/2018 19:15,13,
43140.81,2/9/2018 19:30,13,
43140.82,2/9/2018 19:45,13,
43140.83,2/9/2018 20:00,15,
43140.84,2/9/2018 20:15,15,
43140.85,2/9/2018 20:30,15,
43140.86,2/9/2018 20:45,15,
43140.88,2/9/2018 21:00,8,
43140.89,2/9/2018 21:15,8,
43140.9,2/9/2018 21:30,8,
43140.91,2/9/2018 21:45,8,
43140.92,2/9/2018 22:00,6,
43140.93,2/9/2018 22:15,6,
43140.94,2/9/2018 22:30,6,
43140.95,2/9/2018 22:45,6,
43140.96,2/9/2018 23:00,0,
43140.97,2/9/2018 23:15,0,
43140.98,2/9/2018 23:30,0,
43140.99,2/9/2018 23:45,0,
43143,2/12/2018 0:00,8,
43143.01,2/12/2018 0:15,8,
43143.02,2/12/2018 0:30,8,
43143.03,2/12/2018 0:45,8,
43143.04,2/12/2018 1:00,9,
43143.05,2/12/2018 1:15,9,
43143.06,2/12/2018 1:30,9,
43143.07,2/12/2018 1:45,9,
43143.08,2/12/2018 2:00,5,
43143.09,2/12/2018 2:15,5,
43143.1,2/12/2018 2:30,5,
43143.11,2/12/2018 2:45,5,
43143.13,2/12/2018 3:00,9,
43143.14,2/12/2018 3:15,9,
43143.15,2/12/2018 3:30,9,
43143.16,2/12/2018 3:45,9,
43143.17,2/12/2018 4:00,2,
43143.18,2/12/2018 4:15,2,
43143.19,2/12/2018 4:30,2,
43143.2,2/12/2018 4:45,2,
43143.21,2/12/2018 5:00,2,
43143.22,2/12/2018 5:15,2,
43143.23,2/12/2018 5:30,2,
43143.24,2/12/2018 5:45,2,
43143.25,2/12/2018 6:00,5,
43143.26,2/12/2018 6:15,5,
43143.27,2/12/2018 6:30,5,
43143.28,2/12/2018 6:45,5,
43143.29,2/12/2018 7:00,29,
43143.3,2/12/2018 7:15,29,
43143.31,2/12/2018 7:30,29,
43143.32,2/12/2018 7:45,29,
43143.33,2/12/2018 8:00,11,
43143.34,2/12/2018 8:15,11,
43143.35,2/12/2018 8:30,11,
43143.36,2/12/2018 8:45,11,
43143.38,2/12/2018 9:00,13,
43143.39,2/12/2018 9:15,13,
43143.4,2/12/2018 9:30,13,
43143.41,2/12/2018 9:45,13,
43143.42,2/12/2018 10:00,23,
43143.43,2/12/2018 10:15,23,
43143.44,2/12/2018 10:30,23,
43143.45,2/12/2018 10:45,23,
43143.46,2/12/2018 11:00,20,
43143.47,2/12/2018 11:15,20,
43143.48,2/12/2018 11:30,20,
43143.49,2/12/2018 11:45,20,
43143.5,2/12/2018 12:00,26,
43143.51,2/12/2018 12:15,26,
43143.52,2/12/2018 12:30,26,
43143.53,2/12/2018 12:45,26,
43143.54,2/12/2018 13:00,29,
43143.55,2/12/2018 13:15,29,
43143.56,2/12/2018 13:30,29,
43143.57,2/12/2018 13:45,29,
43143.58,2/12/2018 14:00,41,
43143.59,2/12/2018 14:15,41,
43143.6,2/12/2018 14:30,41,
43143.61,2/12/2018 14:45,41,
43143.63,2/12/2018 15:00,26,
43143.64,2/12/2018 15:15,26,
43143.65,2/12/2018 15:30,26,
43143.66,2/12/2018 15:45,26,
43143.67,2/12/2018 16:00,47,
43143.68,2/12/2018 16:15,47,
43143.69,2/12/2018 16:30,47,
43143.7,2/12/2018 16:45,47,
43143.71,2/12/2018 17:00,41,
43143.72,2/12/2018 17:15,41,
43143.73,2/12/2018 17:30,41,
43143.74,2/12/2018 17:45,41,
43143.75,2/12/2018 18:00,20,
43143.76,2/12/2018 18:15,20,
43143.77,2/12/2018 18:30,20,
43143.78,2/12/2018 18:45,20,
43143.79,2/12/2018 19:00,17,
43143.8,2/12/2018 19:15,17,
43143.81,2/12/2018 19:30,17,
43143.82,2/12/2018 19:45,17,
43143.83,2/12/2018 20:00,19,
43143.84,2/12/2018 20:15,19,
43143.85,2/12/2018 20:30,19,
43143.86,2/12/2018 20:45,19,
43143.88,2/12/2018 21:00,12,
43143.89,2/12/2018 21:15,12,
43143.9,2/12/2018 21:30,12,
43143.91,2/12/2018 21:45,12,
43143.92,2/12/2018 22:00,12,
